"","X1","X2","X3"
"1",5.5,37.6956396130845,42.9737310949713
"2",4.5,107.129999419441,14.3678164749872
"3",4.5,63.0072872210294,48.4436950865202
"4",4.5,32.8313875759486,14.2244408747647
"5",4.5,101.680706818821,40.9049396524206
"6",3.5,8.1828916114755,32.045226756949
"7",3.5,66.6433302296791,20.3808497535065
"8",3.5,12.1185422989074,52.2522584216204
"9",3.5,84.0449938038364,12.4724204842933
